Siruta,Localitate,Categorie dominanta
171628,Nicolae Balcescu,Barbati_45-64
171806,Olanu,Barbati_45-64
171879,Orlesti,Barbati_45-64
171931,Otesani,Barbati_45-64
171995,Pausesti,Barbati_45-64
172082,Pausesti-Maglasi,Barbati_45-64
172153,Perisani,Barbati_45-64
172279,Pesceana,Barbati_45-64
172340,Pietrari,Barbati_45-64
172377,Popesti,Barbati_45-64
172457,Prundeni,Barbati_45-64
172509,Racovita,Barbati_45-64
172581,Roesti,Barbati_45-64
172698,Rosiile,Barbati_45-64
172812,Runcu,Barbati_45-64
172894,Salatrucel,Barbati_45-64
172947,Scundu,Barbati_45-64
172992,Sinesti,Barbati_45-64
173061,Slatioara,Barbati_45-64
173132,Stanesti,Barbati_45-64
173230,Stoenesti,Barbati_45-64
173374,Stoilesti,Barbati_45-64
173533,Stroesti,Barbati_45-64
173597,Sutesti,Barbati_45-64
173686,Sirineasa,Barbati_45-64
173748,Stefanesti,Barbati_45-64
173793,Susani,Barbati_45-64
173855,Tetoiu,Barbati_45-64
173935,Tomsani,Barbati_45-64
174021,Vaideeni,Barbati_45-64
174085,Valea Mare,Barbati_45-64
174156,Vladesti,Barbati_45-64
174218,Voicesti,Barbati_45-64
174254,Voineasa,Barbati_45-64
174290,Zatreni,Barbati_45-64
174496,Titesti,Femei_65_
174502,Diculesti,Barbati_45-64
174511,Lacusteni,Barbati_45-64
174520,Mitrofani,Barbati_45-64
174744,Municipiul Focsani,Femei_45-64
174780,Campineanca,Barbati_45-64
174824,Golesti,Barbati_45-64
174860,Municipiul Adjud,Femei_45-64
174922,Oras Marasesti,Barbati_45-64
175019,Oras Odobesti,Femei_45-64
175055,Oras Panciu,Femei_45-64
175126,Andreiasu De Jos,Barbati_45-64
175206,Balesti,Femei_65_
175224,Barsesti,Femei_65_
175260,Boghesti,Barbati_45-64
175368,Bolotesti,Barbati_45-64
175439,Bordesti,Barbati_45-64
175466,Brosteni,Barbati_45-64
175509,Chiojdeni,Barbati_45-64
175590,Ciorasti,Femei_65_
175670,Campuri,Barbati_45-64
175732,Carligele,Barbati_45-64
175787,Corbita,Barbati_45-64
175885,Cotesti,Barbati_45-64
175938,Dumbraveni,Barbati_45-64
175983,Dumitresti,Barbati_45-64
176150,Fitionesti,Barbati_45-64
176212,Garoafa,Barbati_45-64
176301,Gugesti,Barbati_45-64
176338,Gura Calitei,Barbati_45-64
176445,Homocea,Barbati_45-64
176506,Jaristea,Barbati_45-64
176551,Jitia,Barbati_45-64
176613,Maicanesti,Femei_65_
176686,Mera,Barbati_45-64
176748,Milcovul,Barbati_45-64
176793,Movilita,Barbati_45-64
176855,Nanesti,Barbati_45-64
176891,Naruja,Barbati_45-64
176944,Nereju,Barbati_45-64
177003,Nistoresti,Barbati_45-64
177101,Paltin,Barbati_45-64
177236,Paunesti,Barbati_45-64
177263,Poiana Cristei,Barbati_45-64
177352,Pufesti,Barbati_45-64
177405,Racoasa,Barbati_45-64
177469,Reghiu,Barbati_45-64
177557,Ruginesti,Barbati_45-64
177600,Sihlea,Barbati_45-64
177655,Slobozia Bradului,Barbati_45-64
177726,Slobozia Ciorasti,Femei_45-64
177762,Soveja,Femei_45-64
177799,Straoane,Barbati_45-64
177842,Suraia,Femei_45-64
177879,Tanasoaia,Barbati_45-64
177986,Tataranu,Barbati_45-64
178046,Tamboesti,Barbati_45-64
178117,Tulnici,Barbati_45-64
178180,Tifesti,Barbati_45-64
178279,Urechesti,Femei_45-64
178313,Valea Sarii,Femei_45-64
178377,Vidra,Barbati_45-64
178475,Vintileasca,Barbati_45-64
178545,Vizantea-Livezi,Femei_65_
178607,Vanatori,Barbati_45-64
178689,Vartescoiu,Barbati_45-64
178750,Vrancioaia,Barbati_45-64
178821,Vulturu,Barbati_65_
178885,Negrilesti,Femei_65_
178894,Ploscuteni,Barbati_45-64
178901,Popesti,Barbati_45-64
178910,Paulesti,Barbati_65_
178929,Biliesti,Barbati_45-64
178938,Gologanu,Barbati_45-64
178947,Obrejita,Barbati_45-64
178956,Rastoaca,Barbati_45-64
178965,Spulber,Barbati_45-64
179132,Municipiul Bucuresti,Femei_45-64
179221,Oras Bragadiru,Barbati_45-64
179249,Chiajna,Barbati_35-44
179285,Oras Chitila,Barbati_45-64
179310,Dobroesti,Barbati_45-64
179347,Glina,Barbati_45-64
179383,Jilava,Barbati_45-64
179409,Oras Magurele,Barbati_45-64
179463,Mogosoaia,Barbati_45-64
179481,Oras Otopeni,Barbati_45-64
179515,Oras Pantelimon,Barbati_45-64
179533,Oras Popesti Leordeni,Barbati_45-64
179551,Oras Voluntari,Barbati_45-64
179588,Copaceni,Barbati_45-64
179604,Poienile Izei,Barbati_45-64
179613,Sieu,Barbati_45-64
179622,Grosii Tiblesului,Barbati_45-64
179631,Treznea,Femei_45-64
179640,Vulcana-Pandele,Femei_45-64
179659,Negrilesti,Barbati_45-64
179677,Camin,Femei_45-64
179686,Dumitrita,Barbati_45-64
179695,Simisna,Femei_65_
179702,Traian,Barbati_45-64
179711,Vladeni,Barbati_45-64
179720,Poiana Ilvei,Barbati_45-64
179739,Malu,Barbati_45-64
179748,Cosoba,Barbati_45-64
179757,Herasti,Barbati_45-64
179766,Isvoarele,Barbati_45-64
179775,Sabareni,Barbati_45-64
179784,Boranesti,Barbati_45-64
179793,Buesti,Barbati_45-64
179800,Maia,Barbati_45-64
179819,Ograda,Barbati_45-64
179828,Rosiori,Barbati_45-64
179837,Coas,Barbati_45-64
179846,Coltau,Barbati_45-64
179855,Gardani,Barbati_45-64
179864,Oncesti,Barbati_45-64
179873,Agris,Barbati_45-64
179882,Ciumesti,Barbati_45-64
179891,Raciu,Barbati_45-64
179908,Pietrari,Barbati_45-64
179917,Rau Alb,Barbati_45-64
179926,Rascaeti,Barbati_45-64
179935,Persinari,Barbati_45-64
179944,Runcu Salvei,Barbati_45-64
179953,Ciceu- Mihaiesti,Barbati_45-64
179962,Galbinasi,Barbati_45-64
179971,Colelia,Femei_65_
179980,Marculesti,Barbati_45-64
179999,Moldoveni,Barbati_45-64
180000,Platonesti,Barbati_45-64
180019,Sarateni,Barbati_45-64
180028,Porumbesti,Barbati_45-64
180037,Boghis,Femei_45-64
180046,Gura Ialomitei,Barbati_45-64
180055,Crivat,Barbati_45-64
180064,Barbulesti,Barbati_45-64
180091,Racsa,Femei_45-64
